UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Tfe3,ENSMUSG00000000134,Tfe3,transcription factor E3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tfip11,ENSMUSG00000029345,Tfip11,tuftelin interacting protein 11,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tfrc,ENSMUSG00000022797,Tfrc,transferrin receptor,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tgm2,ENSMUSG00000037820,Tgm2,"transglutaminase 2, C polypeptide",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Thoc1,ENSMUSG00000024287,Thoc1,THO complex 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Thoc2,ENSMUSG00000037475,Thoc2,THO complex 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Thoc5,ENSMUSG00000034274,Thoc5,THO complex 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Thoc7,ENSMUSG00000053453,Thoc7,THO complex 7,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Thop1,ENSMUSG00000004929,Thop1,thimet oligopeptidase 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Thrap3,ENSMUSG00000043962,Thrap3,thyroid hormone receptor associated protein 3,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Thumpd1,ENSMUSG00000030942,Thumpd1,THUMP domain containing 1,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Tia1,ENSMUSG00000071337,Tia1,cytotoxic granule-associated RNA binding protein 1,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Tial1,ENSMUSG00000030846,Tial1,Tia1 cytotoxic granule-associated RNA binding protein-like 1,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Timm8b,ENSMUSG00000039016,Timm8b,translocase of inner mitochondrial membrane 8B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Timm9,ENSMUSG00000021079,Timm9,translocase of inner mitochondrial membrane 9,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tjp1,ENSMUSG00000030516,Tjp1,tight junction protein 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tjp2,ENSMUSG00000024812,Tjp2,tight junction protein 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tkt,ENSMUSG00000021957,Tkt,transketolase,no,no,no,no,no,YES,TRUE,TRUE,TRUE
Tle3,ENSMUSG00000032280,Tle3,transducin-like enhancer of split 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tln1,ENSMUSG00000028465,Tln1,talin 1,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Tma16,ENSMUSG00000025591,Tma16,translation machinery associated 16,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Tma7,ENSMUSG00000091537,Tma7,translational machinery associated 7,YES,no,no,no,no,YES,FALSE,FALSE,FALSE
Tmco1,ENSMUSG00000052428,Tmco1,transmembrane and coiled-coil domains 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tmed10,ENSMUSG00000021248,Tmed10,transmembrane p24 trafficking protein 10,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tmed9,ENSMUSG00000058569,Tmed9,transmembrane p24 trafficking protein 9,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Tmem209,ENSMUSG00000029782,Tmem209,transmembrane protein 209,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tmem214,ENSMUSG00000038828,Tmem214,transmembrane protein 214,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tmem57,ENSMUSG00000028826,Tmem57,transmembrane protein 57,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tmpo,ENSMUSG00000019961,Tmpo,thymopoietin,no,YES,no,no,YES,YES,FALSE,FALSE,FALSE
Tmsb4x,ENSMUSG00000049775,Tmsb4x,"thymosin, beta 4, X chromosome",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tmx2,ENSMUSG00000050043,Tmx2,thioredoxin-related transmembrane protein 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tnpo1,ENSMUSG00000009470,Tnpo1,transportin 1,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Tnpo2,ENSMUSG00000031691,Tnpo2,"transportin 2 (importin 3, karyopherin beta 2b)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tnpo3,ENSMUSG00000012535,Tnpo3,transportin 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tnrc6a,ENSMUSG00000052707,Tnrc6a,trinucleotide repeat containing 6a,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Tnrc6b,ENSMUSG00000047888,Tnrc6b,trinucleotide repeat containing 6b,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Tnrc6c,ENSMUSG00000025571,Tnrc6c,trinucleotide repeat containing 6C,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tns1,ENSMUSG00000055322,Tns1,tensin 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Top1,ENSMUSG00000070544,Top1,topoisomerase (DNA) I,no,no,YES,no,no,no,TRUE,FALSE,FALSE
Top2a,ENSMUSG00000020914,Top2a,topoisomerase (DNA) II alpha,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Top3b,ENSMUSG00000022779,Top3b,topoisomerase (DNA) III beta,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Tor1aip1,ENSMUSG00000026466,Tor1aip1,torsin A interacting protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tpd52l2,ENSMUSG00000000827,Tpd52l2,tumor protein D52-like 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tpi1,ENSMUSG00000023456,Tpi1,triosephosphate isomerase 1,no,no,YES,YES,YES,no,TRUE,TRUE,TRUE
Tpm3,ENSMUSG00000027940,Tpm3,"tropomyosin 3, gamma",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Tppp,ENSMUSG00000021573,Tppp,tubulin polymerization promoting protein,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Tppp3,ENSMUSG00000014846,Tppp3,tubulin polymerization-promoting protein family member 3,YES,no,no,no,no,YES,FALSE,FALSE,FALSE
Tpr,ENSMUSG00000006005,Tpr,"translocated promoter region, nuclear basket protein",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Tprn,ENSMUSG00000048707,Tprn,taperin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tpt1,ENSMUSG00000060126,Tpt1,"tumor protein, translationally-controlled 1",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Tpx2,ENSMUSG00000027469,Tpx2,"TPX2, microtubule-associated",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Tra2a,ENSMUSG00000029817,Tra2a,transformer 2 alpha homolog (Drosophila),YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Tra2b,ENSMUSG00000022858,Tra2b,transformer 2 beta homolog (Drosophila),YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Trap1,ENSMUSG00000005981,Trap1,TNF receptor-associated protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Trim2,ENSMUSG00000027993,Trim2,tripartite motif-containing 2,no,no,no,no,no,YES,TRUE,FALSE,FALSE
Trim24,ENSMUSG00000029833,Trim24,tripartite motif-containing 24,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Trim25,ENSMUSG00000000275,Trim25,tripartite motif-containing 25,YES,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Trim56,ENSMUSG00000043279,Trim56,tripartite motif-containing 56,YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
Trim71,ENSMUSG00000079259,Trim71,tripartite motif-containing 71,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Trip12,ENSMUSG00000026219,Trip12,thyroid hormone receptor interactor 12,no,YES,no,no,YES,YES,TRUE,FALSE,FALSE
Trmt10a,ENSMUSG00000004127,Trmt10a,tRNA methyltransferase 10A,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Trmt10c,ENSMUSG00000044763,Trmt10c,tRNA methyltransferase 10C,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Trmt1l,ENSMUSG00000053286,Trmt1l,tRNA methyltransferase 1 like,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Trmt2a,ENSMUSG00000022721;ENSMUSG00000098930,Trmt2a,TRM2 tRNA methyltransferase 2A,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Trnau1ap,ENSMUSG00000028898,Trnau1ap,tRNA selenocysteine 1 associated protein 1,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Trrap,ENSMUSG00000045482,Trrap,transformation/transcription domain-associated protein,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Trub1,ENSMUSG00000025086,Trub1,TruB pseudouridine (psi) synthase family member 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Trub2,ENSMUSG00000039826,Trub2,TruB pseudouridine (psi) synthase family member 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Try10,ENSMUSG00000071521,Try10,trypsin 10,YES,no,no,no,no,no,FALSE,TRUE,FALSE
Tsn,ENSMUSG00000026374,Tsn,translin,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tsnax,ENSMUSG00000056820,Tsnax,translin-associated factor X,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tst,ENSMUSG00000044986,Tst,"thiosulfate sulfurtransferase, mitochondrial",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ttc3,ENSMUSG00000040785,Ttc3,tetratricopeptide repeat domain 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tuba1c,ENSMUSG00000043091,Tuba1c,"tubulin, alpha 1C",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tuba3b,ENSMUSG00000067338,Tuba3b,"tubulin, alpha 3B",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Tubb4b,ENSMUSG00000036752,Tubb4b,"tubulin, beta 4B class IVB",no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Tubb5,ENSMUSG00000001525,Tubb5,"tubulin, beta 5 class I",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Tubg1,ENSMUSG00000035198,Tubg1,"tubulin, gamma 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Twf1,ENSMUSG00000022451,Twf1,twinfilin actin binding protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Twf2,ENSMUSG00000023277,Twf2,twinfilin actin binding protein 2,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Twistnb,ENSMUSG00000020561,Twistnb,twist basic helix-loop-helix transcription factor 1 neighbor,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Txlna,ENSMUSG00000053841,Txlna,taxilin alpha,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Txn1,ENSMUSG00000028367,Txn1,thioredoxin 1,no,no,YES,YES,no,no,FALSE,TRUE,FALSE
Txnl1,ENSMUSG00000024583,Txnl1,thioredoxin-like 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
U2af1,ENSMUSG00000061613,U2af1,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1,YES,no,no,YES,YES,no,FALSE,FALSE,FALSE
U2af2,ENSMUSG00000030435,U2af2,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
U2surp,ENSMUSG00000032407,U2surp,U2 snRNP-associated SURP domain containing,no,YES,no,YES,YES,YES,FALSE,FALSE,FALSE
Uba1,ENSMUSG00000001924,Uba1,ubiquitin-like modifier activating enzyme 1,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ubap2,ENSMUSG00000028433,Ubap2,ubiquitin-associated protein 2,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ubap2l,ENSMUSG00000042520,Ubap2l,ubiquitin-associated protein 2-like,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ubc,ENSMUSG00000008348,Ubc,ubiquitin C,YES,no,no,YES,no,no,FALSE,FALSE,FALSE
Ube2d1,ENSMUSG00000019927,Ube2d1,ubiquitin-conjugating enzyme E2D 1,no,no,no,YES,no,no,TRUE,FALSE,FALSE
Ube2i,ENSMUSG00000015120,Ube2i,ubiquitin-conjugating enzyme E2I,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ube2l3,ENSMUSG00000038965,Ube2l3,ubiquitin-conjugating enzyme E2L 3,no,no,YES,YES,no,no,TRUE,FALSE,FALSE
Ube2m,ENSMUSG00000005575,Ube2m,ubiquitin-conjugating enzyme E2M,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ube2n,ENSMUSG00000074781,Ube2n,ubiquitin-conjugating enzyme E2N,no,no,YES,no,no,no,TRUE,FALSE,FALSE
Ubl4a,ENSMUSG00000015290,Ubl4a,ubiquitin-like 4A,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Ubtf,ENSMUSG00000020923,Ubtf,"upstream binding transcription factor, RNA polymerase I",no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Ufl1,ENSMUSG00000040359,Ufl1,UFM1 specific ligase 1,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Uhrf1,ENSMUSG00000001228,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Umps,ENSMUSG00000022814,Umps,uridine monophosphate synthetase,no,YES,no,no,no,no,TRUE,TRUE,TRUE
Unc45b,ENSMUSG00000018845,Unc45b,unc-45 myosin chaperone B,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Unk,ENSMUSG00000020770,Unk,unkempt family zinc finger,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Unkl,ENSMUSG00000015127,Unkl,unkempt family like zinc finger,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Upf1,ENSMUSG00000058301,Upf1,UPF1 regulator of nonsense transcripts homolog (yeast),YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Upf2,ENSMUSG00000043241,Upf2,UPF2 regulator of nonsense transcripts homolog (yeast),no,no,no,no,YES,no,FALSE,FALSE,FALSE
Uqcrc1,ENSMUSG00000025651;ENSMUSG00000107235,Uqcrc1,ubiquinol-cytochrome c reductase core protein 1,no,YES,no,no,no,no,FALSE,TRUE,TRUE
Uqcrc2,ENSMUSG00000030884,Uqcrc2,ubiquinol cytochrome c reductase core protein 2,no,YES,no,no,no,no,FALSE,TRUE,TRUE
Urb1,ENSMUSG00000039929,Urb1,URB1 ribosome biogenesis 1 homolog (S. cerevisiae),no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Urb2,ENSMUSG00000031976,Urb2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae),no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Usf2,ENSMUSG00000058239,Usf2,upstream transcription factor 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Uso1,ENSMUSG00000029407,Uso1,USO1 vesicle docking factor,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Usp10,ENSMUSG00000031826,Usp10,ubiquitin specific peptidase 10,no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Usp14,ENSMUSG00000047879,Usp14,ubiquitin specific peptidase 14,no,no,YES,no,no,no,TRUE,FALSE,FALSE
Usp24,ENSMUSG00000028514,Usp24,ubiquitin specific peptidase 24,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Usp3,ENSMUSG00000032376,Usp3,ubiquitin specific peptidase 3,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Usp36,ENSMUSG00000033909,Usp36,ubiquitin specific peptidase 36,no,no,YES,no,YES,no,TRUE,FALSE,FALSE
Usp42,ENSMUSG00000051306,Usp42,ubiquitin specific peptidase 42,no,no,YES,no,no,no,TRUE,FALSE,FALSE
Usp5,ENSMUSG00000038429,Usp5,ubiquitin specific peptidase 5 (isopeptidase T),no,no,no,no,no,YES,TRUE,FALSE,FALSE
Usp54,ENSMUSG00000034235,Usp54,ubiquitin specific peptidase 54,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Usp9x,ENSMUSG00000031010,Usp9x,"ubiquitin specific peptidase 9, X chromosome",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Utp11l,ENSMUSG00000028907,Utp11l,"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Utp14a,ENSMUSG00000063785,Utp14a,UTP14A small subunit processome component,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Utp14b,ENSMUSG00000079470,Utp14b,UTP14B small subunit processome component,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Utp15,ENSMUSG00000041747,Utp15,UTP15 small subunit processome component,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Utp18,ENSMUSG00000054079,Utp18,UTP18 small subunit processome component,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Utp20,ENSMUSG00000004356,Utp20,UTP20 small subunit processome component,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Utp23,ENSMUSG00000022313,Utp23,UTP23 small subunit processome component,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Utp3,ENSMUSG00000070697,Utp3,UTP3 small subunit processome component,no,YES,YES,YES,no,no,FALSE,FALSE,FALSE
Utp6,ENSMUSG00000035575,Utp6,UTP6 small subunit processome component,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Vapa,ENSMUSG00000024091,Vapa,"vesicle-associated membrane protein, associated protein A",no,YES,no,no,YES,no,FALSE,TRUE,FALSE
Vapb,ENSMUSG00000054455,Vapb,"vesicle-associated membrane protein, associated protein B and C",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Vars,ENSMUSG00000007029,Vars,valyl-tRNA synthetase,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Vasp,ENSMUSG00000030403,Vasp,vasodilator-stimulated phosphoprotein,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Vcl,ENSMUSG00000021823,Vcl,vinculin,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Vcp,ENSMUSG00000028452,Vcp,valosin containing protein,no,no,YES,no,no,YES,TRUE,FALSE,FALSE
Vdac1,ENSMUSG00000020402,Vdac1,voltage-dependent anion channel 1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Vdac2,ENSMUSG00000021771,Vdac2,voltage-dependent anion channel 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Vdac3,ENSMUSG00000008892,Vdac3,voltage-dependent anion channel 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Vim,ENSMUSG00000026728,Vim,vimentin,no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Vps11,ENSMUSG00000032127,Vps11,"VPS11, CORVET/HOPS core subunit",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Vps35,ENSMUSG00000031696,Vps35,VPS35 retromer complex component,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Vps4b,ENSMUSG00000009907,Vps4b,vacuolar protein sorting 4B,no,no,YES,no,YES,no,TRUE,FALSE,FALSE
Vps52,ENSMUSG00000024319,Vps52,VPS52 GARP complex subunit,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Vrk2,ENSMUSG00000064090,Vrk2,vaccinia related kinase 2,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Vwa5a,ENSMUSG00000023186,Vwa5a,von Willebrand factor A domain containing 5A,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Wapl,ENSMUSG00000041408,Wapl,WAPL cohesin release factor,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Wbp11,ENSMUSG00000030216,Wbp11,WW domain binding protein 11,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Wdr1,ENSMUSG00000005103,Wdr1,WD repeat domain 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Wdr3,ENSMUSG00000033285,Wdr3,WD repeat domain 3,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Wdr33,ENSMUSG00000024400,Wdr33,WD repeat domain 33,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Wdr36,ENSMUSG00000038299,Wdr36,WD repeat domain 36,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Wdr43,ENSMUSG00000041057,Wdr43,WD repeat domain 43,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Wdr46,ENSMUSG00000024312,Wdr46,WD repeat domain 46,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Wdr75,ENSMUSG00000025995,Wdr75,WD repeat domain 75,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Wdr83,ENSMUSG00000005150,Wdr83,WD repeat domain containing 83,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Wiz,ENSMUSG00000024050,Wiz,widely-interspaced zinc finger motifs,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Xab2,ENSMUSG00000019470,Xab2,XPA binding protein 2,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Xpnpep3,ENSMUSG00000022401,Xpnpep3,"X-prolyl aminopeptidase 3, mitochondrial",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Xpo1,ENSMUSG00000020290,Xpo1,exportin 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Xpo5,ENSMUSG00000067150,Xpo5,exportin 5,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Xrn1,ENSMUSG00000032410,Xrn1,5'-3' exoribonuclease 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Xrn2,ENSMUSG00000027433,Xrn2,5'-3' exoribonuclease 2,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Yars,ENSMUSG00000028811,Yars,tyrosyl-tRNA synthetase,no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Yars2,ENSMUSG00000022792,Yars2,tyrosyl-tRNA synthetase 2 (mitochondrial),no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Ybx1,ENSMUSG00000028639,Ybx1,Y box protein 1,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ybx2,ENSMUSG00000018554,Ybx2,Y box protein 2,no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Ybx3,ENSMUSG00000030189,Ybx3,Y box protein 3,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Yeats4,ENSMUSG00000020171,Yeats4,YEATS domain containing 4,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Yes1,ENSMUSG00000014932,Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Ylpm1,ENSMUSG00000021244,Ylpm1,YLP motif containing 1,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Yme1l1,ENSMUSG00000026775,Yme1l1,YME1-like 1 (S. cerevisiae),no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ythdc1,ENSMUSG00000035851,Ythdc1,YTH domain containing 1,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Ythdc2,ENSMUSG00000034653,Ythdc2,YTH domain containing 2,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ythdf1,ENSMUSG00000038848,Ythdf1,YTH domain family 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Ythdf2,ENSMUSG00000040025,Ythdf2,YTH domain family 2,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ythdf3,ENSMUSG00000047213,Ythdf3,YTH domain family 3,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ywhab,ENSMUSG00000018326,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ywhae,ENSMUSG00000020849,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",no,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Ywhag,ENSMUSG00000051391,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",no,YES,YES,no,no,YES,FALSE,FALSE,FALSE
Ywhah,ENSMUSG00000018965,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Ywhaq,ENSMUSG00000076432,Ywhaq,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide",no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ywhaz,ENSMUSG00000022285,Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",no,no,YES,no,no,YES,FALSE,FALSE,FALSE
Zak,ENSMUSG00000004085,Zak,sterile alpha motif and leucine zipper containing kinase AZK,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Zbtb11,ENSMUSG00000022601,Zbtb11,zinc finger and BTB domain containing 11,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Zbtb2,ENSMUSG00000075327,Zbtb2,zinc finger and BTB domain containing 2,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Zbtb7a,ENSMUSG00000035011,Zbtb7a,zinc finger and BTB domain containing 7a,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Zc3h10,ENSMUSG00000039810,Zc3h10,zinc finger CCCH type containing 10,no,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Zc3h11a,ENSMUSG00000102976,Zc3h11a,zinc finger CCCH type containing 11A,YES,YES,YES,no,no,no,FALSE,FALSE,FALSE
Zc3h13,ENSMUSG00000022000,Zc3h13,zinc finger CCCH type containing 13,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Zc3h14,ENSMUSG00000021012,Zc3h14,zinc finger CCCH type containing 14,YES,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Zc3h15,ENSMUSG00000027091,Zc3h15,zinc finger CCCH-type containing 15,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Zc3h18,ENSMUSG00000017478,Zc3h18,zinc finger CCCH-type containing 18,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Zc3h4,ENSMUSG00000059273,Zc3h4,zinc finger CCCH-type containing 4,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Zc3h7a,ENSMUSG00000037965,Zc3h7a,zinc finger CCCH type containing 7 A,YES,no,no,no,YES,no,FALSE,FALSE,FALSE
Zc3h7b,ENSMUSG00000022390,Zc3h7b,zinc finger CCCH type containing 7B,YES,no,no,no,YES,no,FALSE,FALSE,FALSE
Zc3h8,ENSMUSG00000027387,Zc3h8,zinc finger CCCH type containing 8,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Zc3hav1,ENSMUSG00000029826,Zc3hav1,"zinc finger CCCH type, antiviral 1",no,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Zcchc11,ENSMUSG00000034610,Zcchc11,"zinc finger, CCHC domain containing 11",no,no,no,no,YES,no,TRUE,FALSE,FALSE
Zcchc17,ENSMUSG00000028772;ENSMUSG00000108747,Zcchc17,"zinc finger, CCHC domain containing 17",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Zcchc24,ENSMUSG00000055538,Zcchc24,"zinc finger, CCHC domain containing 24",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Zcchc3,ENSMUSG00000074682,Zcchc3,"zinc finger, CCHC domain containing 3",no,no,no,YES,YES,no,FALSE,FALSE,FALSE
Zcchc6,ENSMUSG00000035248,Zcchc6,"zinc finger, CCHC domain containing 6",no,no,no,no,YES,no,FALSE,FALSE,FALSE
